sample,TCGA-S9-A7J2-01
ENST00000465780.1,0.1800
ENST00000361924.6,8.4300
ENST00000463580.5,0.0000
ENST00000410702.3,0.0000
ENST00000497567.1,5.6200
ENST00000440266.2,0.0000
ENST00000364329.1,0.0000
ENST00000363262.1,0.0000
ENST00000496169.5,1.0600
ENST00000412085.1,0.0000
ENST00000491861.5,47.0300
ENST00000623724.3,0.0000
ENST00000362415.1,0.0000
ENST00000319080.11,75.3300
ENST00000425419.1,100.0000
ENST00000602165.1,0.0000
ENST00000568302.5,100.0000
ENST00000619916.4,0.0000
ENST00000509523.1,0.0000
ENST00000262219.10,0.0000
ENST00000493352.1,1.0500
ENST00000470512.5,0.0000
ENST00000549131.1,0.0000
ENST00000574095.1,0.0000
ENST00000479782.1,0.0000
ENST00000588203.1,2.7400
ENST00000515337.1,100.0000
ENST00000601302.2,0.0000
ENST00000356592.7,55.9600
ENST00000541261.1,0.0000
ENST00000487977.1,1.6400
ENST00000435036.6,0.0000
ENST00000408342.1,100.0000
ENST00000451116.1,100.0000
ENST00000393315.5,13.9800
ENST00000503220.1,0.0000
ENST00000475649.5,0.0000
ENST00000563477.1,0.0000
ENST00000375058.5,37.7300
ENST00000630236.2,6.8500
ENST00000584205.5,4.8900
ENST00000578904.1,4.2300
ENST00000423272.1,0.0000
ENST00000531779.1,0.2800
ENST00000519202.1,0.0000
ENST00000486467.1,1.4800
ENST00000585476.5,4.1700
ENST00000514682.5,0.0400
ENST00000564394.1,36.6900
ENST00000503361.5,57.6400
ENST00000359822.10,0.0000
ENST00000516980.1,0.0000
ENST00000565790.5,1.6600
ENST00000583441.1,0.2500
ENST00000533668.5,0.0000
ENST00000581381.5,0.0000
ENST00000509865.5,0.0400
ENST00000545347.5,0.0000
ENST00000622912.1,0.0000
ENST00000440000.5,0.0000
ENST00000491076.1,0.3000
ENST00000381093.6,16.4000
ENST00000549625.1,0.6400
ENST00000487894.5,1.4400
ENST00000441342.1,0.0000
ENST00000471032.5,0.0000
ENST00000426608.5,0.0000
ENST00000435155.1,0.0000
ENST00000504381.5,0.7000
ENST00000583742.1,0.1600
ENST00000263733.4,100.0000
ENST00000612058.1,0.0000
ENST00000579336.1,0.0000
ENST00000502609.2,100.0000
ENST00000593079.1,0.2300
ENST00000424678.1,0.0000
ENST00000526755.5,1.6300
ENST00000469605.1,0.1300
ENST00000599740.1,0.0000
ENST00000331872.10,1.3100
ENST00000509677.5,0.3800
ENST00000461916.5,16.1400
ENST00000358450.8,0.0000
ENST00000399892.6,50.3500
ENST00000541010.5,1.6700
ENST00000484439.5,0.0000
ENST00000570156.6,16.1700
ENST00000435207.5,0.0000
ENST00000600596.1,0.4100
ENST00000531843.1,2.5800
ENST00000259003.14,0.0000
ENST00000378004.7,71.9400
ENST00000588789.1,0.0000
ENST00000346299.9,21.5000
ENST00000565799.1,0.0000
ENST00000440181.5,43.0800
ENST00000342480.6,100.0000
ENST00000614040.1,0.0000
ENST00000465128.3,11.2300
ENST00000480832.5,0.0000
ENST00000399935.6,0.0000
ENST00000542038.5,2.7200
ENST00000392021.7,26.3400
ENST00000432629.1,100.0000
ENST00000622331.1,0.0000
ENST00000531373.1,0.0000
ENST00000484322.5,24.8800
ENST00000603861.1,2.2800
ENST00000535428.1,0.0000
ENST00000448741.5,0.0000
ENST00000462880.1,19.1600
ENST00000404226.2,100.0000
ENST00000612666.1,0.0000
ENST00000590688.1,0.1700
ENST00000357444.10,1.2600
ENST00000408160.1,0.0000
ENST00000446198.5,79.1000
ENST00000457123.5,0.3000
ENST00000561469.1,0.0000
ENST00000611084.4,31.5100
ENST00000484874.2,0.0000
ENST00000515697.5,0.0000
ENST00000495437.1,0.0000
ENST00000502427.5,0.0000
ENST00000337963.8,49.4900
ENST00000523357.5,2.2300
ENST00000515339.5,1.8300
ENST00000497188.1,11.5900
ENST00000312010.10,3.0000
ENST00000276893.9,53.0500
ENST00000526879.5,0.0000
ENST00000476354.2,3.7000
ENST00000602238.1,0.0000
ENST00000361670.3,18.8700
ENST00000575970.1,0.0000
ENST00000513292.5,0.7000
ENST00000493407.5,0.0000
ENST00000511618.1,0.0000
ENST00000566590.5,0.0200
ENST00000415176.1,0.0000
ENST00000593420.5,0.0000
ENST00000531210.1,0.0000
ENST00000462299.1,0.0000
ENST00000458270.2,4.4800
ENST00000526231.6,0.0000
ENST00000502774.1,100.0000
ENST00000326132.10,90.2900
ENST00000610189.1,74.0700
ENST00000458511.6,0.0000
ENST00000495731.5,0.5300
ENST00000244906.6,55.0800
ENST00000514214.1,4.0200
ENST00000451449.2,24.7900
ENST00000545349.1,0.0000
ENST00000384697.1,0.0000
ENST00000450427.1,0.0000
ENST00000471598.1,0.0000
ENST00000341191.10,94.4200
ENST00000367456.5,0.0000
ENST00000422948.5,0.0200
ENST00000506928.5,0.0000
ENST00000411471.6,0.0000
ENST00000486673.1,0.0000
ENST00000578214.1,100.0000
ENST00000458150.2,0.0000
ENST00000363357.1,0.0000
ENST00000513803.5,0.0000
ENST00000541881.1,0.0000
ENST00000506869.5,22.3400
ENST00000533962.1,0.0000
ENST00000506069.1,0.0000
ENST00000523478.5,0.0000
ENST00000520658.1,0.0000
ENST00000613459.4,58.8400
ENST00000484437.1,0.0000
ENST00000623838.1,0.0000
ENST00000430412.5,23.4400
ENST00000394357.6,6.8700
ENST00000334830.11,0.0000
ENST00000468311.1,4.9000
ENST00000509293.1,0.0000
ENST00000561122.1,0.9400
ENST00000474421.1,0.0000
ENST00000371828.7,16.7200
ENST00000365600.1,0.0000
ENST00000462490.5,2.8300
ENST00000440441.5,4.3500
ENST00000406900.5,8.0500
ENST00000616841.4,0.0000
ENST00000418645.1,100.0000
ENST00000391231.1,0.0000
ENST00000520777.5,1.5400
ENST00000438306.5,19.9200
ENST00000403865.2,0.0000
ENST00000420571.6,2.6000
ENST00000436216.1,30.3900
ENST00000610308.2,0.0000
ENST00000384494.1,0.0000
ENST00000552808.6,35.7700
ENST00000616291.1,0.0000
ENST00000269216.7,37.0200
ENST00000411665.1,0.0000
ENST00000385214.1,0.0000
ENST00000472665.1,2.5100
ENST00000484143.1,0.0000
ENST00000395155.3,7.8600
ENST00000562733.1,0.0000
ENST00000259605.10,0.0000
ENST00000485568.5,0.1000
ENST00000535395.1,3.0400
ENST00000473965.1,2.0800
ENST00000624644.1,0.0000
ENST00000519455.5,0.0000
ENST00000504950.5,7.3800
ENST00000431629.5,3.9000
ENST00000426508.6,79.3700
ENST00000420452.5,6.4600
ENST00000502429.5,4.7400
ENST00000588858.5,0.1100
ENST00000429629.6,0.0000
ENST00000552787.5,0.1800
ENST00000615113.1,0.0000
ENST00000599991.1,0.0000
ENST00000566855.3,0.0000
ENST00000453812.2,0.0000
ENST00000516221.1,0.0000
ENST00000491661.2,1.7800
ENST00000401900.1,0.0000
ENST00000543947.1,4.2400
ENST00000493161.1,0.1500
ENST00000604169.1,0.0000
ENST00000510470.1,1.2900
ENST00000393252.3,3.5000
ENST00000285402.3,100.0000
ENST00000570157.1,0.0000
ENST00000622440.1,100.0000
ENST00000448300.1,0.0000
ENST00000437957.2,0.0000
ENST00000398051.8,1.3100
ENST00000314835.5,100.0000
ENST00000549685.5,0.6300
ENST00000545521.5,9.9800
ENST00000415437.1,0.0000
ENST00000458353.1,0.0000
ENST00000409226.5,55.2600
ENST00000597599.5,12.2200
ENST00000463057.1,0.0000
ENST00000374145.5,11.5900
ENST00000495365.5,0.0000
ENST00000589585.1,0.0000
ENST00000353107.7,98.4100
ENST00000530591.5,0.0000
ENST00000267984.3,100.0000
ENST00000479861.5,0.0000
ENST00000482600.5,34.8100
ENST00000601263.1,0.0000
ENST00000533149.1,1.3400
ENST00000347770.8,24.4300
ENST00000495792.1,0.0000
ENST00000453236.1,0.0000
ENST00000532622.6,0.0000
ENST00000498635.1,11.8400
ENST00000398982.6,1.0100
ENST00000495433.1,0.0000
ENST00000434976.5,0.0000
ENST00000374044.1,23.7000
ENST00000583198.1,0.0000
ENST00000585093.1,0.0000
ENST00000586846.1,0.0000
ENST00000252229.6,0.0000
ENST00000559438.5,0.0000
ENST00000619192.4,13.3500
ENST00000627862.2,0.0000
ENST00000301200.2,100.0000
ENST00000489201.1,0.0000
ENST00000428700.1,100.0000
ENST00000577677.1,0.0000
ENST00000325812.6,0.0000
ENST00000520656.1,100.0000
ENST00000259006.7,2.4000
ENST00000462437.1,0.0000
ENST00000561242.1,6.1300
ENST00000593246.5,0.0000
ENST00000537267.5,0.8700
ENST00000466213.5,6.2900
ENST00000417508.1,0.9900
ENST00000381180.7,0.0000
ENST00000301732.9,88.5400
ENST00000621058.4,96.2000
ENST00000572165.3,100.0000
ENST00000518841.5,0.0000
ENST00000458126.6,7.3200
ENST00000422265.5,35.6900
ENST00000458129.1,100.0000
ENST00000541963.5,0.3000
ENST00000581541.1,0.0000
ENST00000520779.1,0.0000
ENST00000524613.1,100.0000
ENST00000312515.6,45.0200
ENST00000398457.6,0.0000
ENST00000547932.5,0.0000
ENST00000263741.11,1.9700
ENST00000552806.1,0.0000
ENST00000568402.1,1.9500
ENST00000465017.5,17.6900
ENST00000426321.1,0.0000
ENST00000493089.5,6.4000
ENST00000512207.2,0.0000
ENST00000484483.1,0.0000
ENST00000561819.1,0.0000
ENST00000568293.1,46.7200
ENST00000391292.1,0.0000
ENST00000626256.1,22.8600
ENST00000633929.1,1.1300
ENST00000581612.1,4.3300
ENST00000464354.5,0.0000
ENST00000426792.1,0.0000
ENST00000474495.1,11.0600
ENST00000552789.5,0.0000
ENST00000431627.1,0.0000
ENST00000513034.1,0.0000
ENST00000556231.1,8.2500
ENST00000407188.5,7.7200
ENST00000403435.5,0.1900
ENST00000512678.1,0.0000
ENST00000570670.5,0.0000
ENST00000410312.1,0.0000
ENST00000411783.5,0.3300
ENST00000624731.1,100.0000
ENST00000497310.1,0.0300
ENST00000392760.3,0.0000
ENST00000560108.5,2.3400
ENST00000455894.1,0.0000
ENST00000510170.5,2.0900
ENST00000307236.8,0.0000
ENST00000423730.3,100.0000
ENST00000554372.5,0.5600
ENST00000514509.5,0.0000
ENST00000595313.5,0.0000
ENST00000595375.5,0.0000
ENST00000363700.1,0.0000
ENST00000468927.1,6.8100
ENST00000367058.7,0.0000
ENST00000292174.4,100.0000
ENST00000512386.5,1.1100
ENST00000516455.1,0.0000
ENST00000484502.1,6.4900
ENST00000489633.1,0.0000
ENST00000556190.5,1.6200
ENST00000492928.1,0.0000
ENST00000585987.1,0.0000
ENST00000509366.5,14.1000
ENST00000446144.2,0.0000
ENST00000597597.1,0.5600
ENST00000532635.5,7.6600
ENST00000482468.5,0.0000
ENST00000357903.7,41.0700
ENST00000544008.1,0.0000
ENST00000444411.5,5.2000
ENST00000453705.1,22.8500
ENST00000558905.1,0.0000
ENST00000368507.7,99.9900
ENST00000625609.1,0.0000
ENST00000517452.1,0.0000
ENST00000621145.4,0.0000
ENST00000448927.1,100.0000
ENST00000375820.8,100.0000
ENST00000609705.5,0.0000
ENST00000558516.1,0.0000
ENST00000510639.1,0.0000
ENST00000497534.1,0.6300
ENST00000508918.5,4.8200
ENST00000429219.1,0.0000
ENST00000384741.1,0.0000
ENST00000495827.2,88.6100
ENST00000555327.1,0.0000
ENST00000474696.5,0.2200
ENST00000571722.3,37.5400
ENST00000612232.1,0.0000
ENST00000586644.1,4.4300
ENST00000507875.5,0.0000
ENST00000619363.1,100.0000
ENST00000310942.8,42.9100
ENST00000495645.5,15.4200
ENST00000479907.1,0.6700
ENST00000577679.1,0.0000
ENST00000506817.1,0.8800
ENST00000616796.4,0.9500
ENST00000614030.1,0.0000
ENST00000383678.6,29.2500
ENST00000523005.1,0.0000
ENST00000554511.1,5.9600
ENST00000576707.5,0.0000
ENST00000535050.1,0.7800
ENST00000585625.5,0.0000
ENST00000450673.3,4.1500
ENST00000464269.5,0.0000
ENST00000342757.2,0.0000
ENST00000473636.1,4.9700
ENST00000440514.1,1.0500
ENST00000474380.1,1.6500
ENST00000526345.1,0.0000
ENST00000489562.5,0.9100
ENST00000466501.1,82.4300
ENST00000409157.5,80.9600
ENST00000513937.1,7.9600
ENST00000510085.1,0.0000
ENST00000560655.5,0.0000
ENST00000626725.1,10.4600
ENST00000366503.2,100.0000
ENST00000505824.5,0.0000
ENST00000222254.12,71.9400
ENST00000514726.1,0.0000
ENST00000284629.6,0.0000
ENST00000433788.1,0.0000
ENST00000319813.3,0.0000
ENST00000579694.5,0.0000
ENST00000509380.5,0.0000
ENST00000468852.2,0.7600
ENST00000614097.1,0.0000
ENST00000268379.8,20.0500
ENST00000597124.1,0.0000
ENST00000420316.6,0.1000
ENST00000450128.1,100.0000
ENST00000541020.1,0.0000
ENST00000262629.8,63.7800
ENST00000591375.1,0.0000
ENST00000525460.5,0.0000
ENST00000510257.1,0.0000
ENST00000268758.13,55.7500
ENST00000555514.1,0.0000
ENST00000558870.1,6.1800
ENST00000503807.1,0.0000
ENST00000424635.1,0.0000
ENST00000203001.6,85.1900
ENST00000367286.7,0.0000
ENST00000373604.4,0.0000
ENST00000572703.2,7.5900
ENST00000429172.5,45.0800
ENST00000359365.8,1.4700
ENST00000560093.1,2.4500
ENST00000556523.1,2.6200
ENST00000505965.1,0.0000
ENST00000226382.3,0.0000
ENST00000448461.5,7.7100
ENST00000608069.1,100.0000
ENST00000438747.6,72.8600
ENST00000581551.1,0.5000
ENST00000482466.5,0.0000
ENST00000308724.9,9.7000
ENST00000431890.1,0.0000
ENST00000557787.1,1.0600
ENST00000502795.5,0.0000
ENST00000244230.6,84.9200
ENST00000340681.4,0.0000
ENST00000551203.1,100.0000
ENST00000516560.1,0.0000
ENST00000558466.5,0.8300
ENST00000435380.3,49.6100
ENST00000481923.1,0.0000
ENST00000564876.5,0.1200
ENST00000631315.1,1.6600
ENST00000607190.1,100.0000
ENST00000442903.3,0.0000
ENST00000373587.3,0.0000
ENST00000393515.7,0.0000
ENST00000580418.1,0.0000
ENST00000531870.5,87.4800
ENST00000490209.5,1.7300
ENST00000552933.2,0.0000
ENST00000629570.1,0.0000
ENST00000577891.1,0.0000
ENST00000563933.1,0.0000
ENST00000340700.9,66.1500
ENST00000371014.5,17.9000
ENST00000589401.5,0.0000
ENST00000492980.1,0.2500
ENST00000558049.5,1.6700
ENST00000523440.1,2.0600
ENST00000393812.3,79.2700
ENST00000604751.1,1.2800
ENST00000544175.2,43.8900
ENST00000448483.2,0.0000
ENST00000571617.1,0.0700
ENST00000453771.5,0.5800
ENST00000556416.1,7.8600
ENST00000578561.1,100.0000
ENST00000579939.1,0.0000
ENST00000412954.1,0.0000
ENST00000580346.5,1.4500
ENST00000603326.1,0.0000
ENST00000616084.1,7.8400
ENST00000622203.1,0.0000
ENST00000275820.3,45.4800
ENST00000222002.3,0.0000
ENST00000474992.5,0.0000
ENST00000565242.1,0.8500
ENST00000262227.7,1.2300
ENST00000521506.1,0.0000
ENST00000622721.1,0.0000
ENST00000516825.1,0.0000
ENST00000410698.2,0.0000
ENST00000514363.1,0.0000
ENST00000487039.1,3.3100
ENST00000437736.5,0.2700
ENST00000448700.2,0.0000
ENST00000594377.1,0.0000
ENST00000496973.5,11.2800
ENST00000459661.5,0.0000
ENST00000581204.1,23.7700
ENST00000348581.9,0.0000
ENST00000457431.1,0.0000
ENST00000531279.5,0.0000
ENST00000433542.6,0.0000
ENST00000608522.2,3.1400
ENST00000422536.2,0.0000
ENST00000383329.7,1.0600
ENST00000465815.1,0.0000
ENST00000601937.5,16.0100
ENST00000616809.1,0.0000
ENST00000521083.1,0.0600
ENST00000444524.2,0.0000
ENST00000384723.1,0.0000
ENST00000417071.1,14.3700
ENST00000288344.14,22.9200
ENST00000512863.1,0.0000
ENST00000490783.5,0.0000
ENST00000483766.1,6.8700
ENST00000527886.5,0.0000
ENST00000589842.5,0.0000
ENST00000368332.7,0.0000
ENST00000508502.5,11.6100
ENST00000463377.6,0.0000
ENST00000618457.4,0.0000
ENST00000456482.2,0.0000
ENST00000301037.9,4.9000
ENST00000532903.1,0.0000
ENST00000569294.1,0.0000
ENST00000518860.1,12.1800
ENST00000597192.1,100.0000
ENST00000454590.5,0.0000
ENST00000590825.1,6.6800
ENST00000335647.9,20.9800
ENST00000539745.1,14.5200
ENST00000465441.1,0.0100
ENST00000363598.1,0.0000
ENST00000403150.5,13.5500
ENST00000515121.5,0.0000
ENST00000590252.2,100.0000
ENST00000537032.1,100.0000
ENST00000476476.1,0.0000
ENST00000539357.1,0.0000
ENST00000507267.2,0.0000
ENST00000427832.2,0.0000
ENST00000428388.6,11.4500
ENST00000471711.1,0.0000
ENST00000564485.1,0.0000
ENST00000378131.2,0.0000
ENST00000504805.6,0.1400
ENST00000303714.8,95.2800
ENST00000429793.1,100.0000
ENST00000467458.2,100.0000
ENST00000559038.5,0.0000
ENST00000513842.1,0.0000
ENST00000601146.1,0.0000
ENST00000502083.2,100.0000
ENST00000587518.5,0.5600
ENST00000496184.1,8.4600
ENST00000534634.5,3.5200
ENST00000625121.1,100.0000
ENST00000498128.1,0.0000
ENST00000457956.1,0.0000
ENST00000434749.5,0.1000
ENST00000502300.1,0.0000
ENST00000595424.5,2.8500
ENST00000396083.6,26.2000
ENST00000588810.5,0.0900
ENST00000540368.5,1.0300
ENST00000529506.5,0.0000
ENST00000589055.3,13.5500
ENST00000411022.1,0.0000
ENST00000308182.9,0.0000
ENST00000595169.5,0.0000
ENST00000341567.8,97.0300
ENST00000520246.1,10.6000
ENST00000433760.1,10.3500
ENST00000392149.6,8.9300
ENST00000517315.1,0.0000
ENST00000449649.1,0.9200
ENST00000458087.3,45.0900
ENST00000399338.8,0.0000
ENST00000535717.1,14.4000
ENST00000435992.2,100.0000
ENST00000518458.1,45.6400
ENST00000513799.5,5.2800
ENST00000370886.9,0.0000
ENST00000519410.5,0.2500
ENST00000444651.5,1.3000
ENST00000560033.5,0.6900
ENST00000582693.4,61.9600
ENST00000443820.1,0.0000
ENST00000577187.5,0.0000
ENST00000608642.5,0.8000
ENST00000546319.5,0.0000
ENST00000557410.5,47.4200
ENST00000478168.1,0.5800
ENST00000340888.7,30.8100
ENST00000566818.1,0.0000
ENST00000372437.5,0.0000
ENST00000448116.6,31.9200
ENST00000215637.7,66.2600
ENST00000499499.2,100.0000
ENST00000395527.8,2.0100
ENST00000568144.1,100.0000
ENST00000547729.1,0.0000
ENST00000557153.5,5.9600
ENST00000359441.3,11.5600
ENST00000442455.7,69.5800
ENST00000578788.1,100.0000
ENST00000521222.5,0.0000
ENST00000309446.10,71.1800
ENST00000592263.1,100.0000
ENST00000577879.1,0.0000
ENST00000433874.1,0.0000
ENST00000579960.1,0.0000
ENST00000530981.1,20.8200
ENST00000340524.9,47.2500
ENST00000527333.5,0.0000
ENST00000601802.1,0.0000
ENST00000485386.1,67.5800
ENST00000452339.6,37.1900
ENST00000410611.1,0.0000
ENST00000344492.9,0.0000
ENST00000449714.1,100.0000
ENST00000488670.1,3.4100
ENST00000583159.1,0.0000
ENST00000384846.1,0.0000
ENST00000438571.5,0.4400
ENST00000622290.4,18.1500
ENST00000576822.1,1.0300
ENST00000508957.1,0.0000
ENST00000512905.5,0.0000
ENST00000484221.1,0.0000
ENST00000498670.1,0.0000
ENST00000522518.1,0.0000
ENST00000425946.1,4.4000
ENST00000523864.5,0.6300
ENST00000587460.5,0.0000
ENST00000543626.4,35.2900
ENST00000450313.5,0.0400
ENST00000452686.2,100.0000
ENST00000579058.5,1.2600
ENST00000450954.5,0.0000
ENST00000516088.1,0.0000
ENST00000436117.2,23.2600
ENST00000591943.1,0.0000
ENST00000529627.1,0.0000
ENST00000610750.1,0.0000
ENST00000560466.5,0.0000
ENST00000605450.1,0.0000
ENST00000550447.5,0.0000
ENST00000441045.5,0.0000
ENST00000582878.1,100.0000
ENST00000513337.1,0.7000
ENST00000520913.1,0.0000
ENST00000558670.1,0.0000
ENST00000428207.4,11.4600
ENST00000557158.2,0.0000
ENST00000396638.6,0.2700
ENST00000621691.1,0.0000
ENST00000329197.9,27.7900
ENST00000566492.1,2.6900
ENST00000516761.1,0.0000
ENST00000585985.1,100.0000
ENST00000594195.1,0.0000
ENST00000393705.8,5.1900
ENST00000520187.1,7.8200
ENST00000433924.5,1.2300
ENST00000335021.2,0.0000
ENST00000555497.5,0.0000
ENST00000525390.1,100.0000
ENST00000382068.3,0.0000
ENST00000463467.2,0.0000
ENST00000599258.1,0.0000
ENST00000488027.5,0.0000
ENST00000526838.5,19.9800
ENST00000587204.1,0.0000
ENST00000589977.5,2.3300
ENST00000536668.2,100.0000
ENST00000591860.1,1.3700
ENST00000557906.5,0.0000
ENST00000435209.1,0.0000
ENST00000553132.1,0.0000
ENST00000566535.1,13.8000
ENST00000474013.1,19.0900
ENST00000408618.1,0.0000
ENST00000592042.5,4.7400
ENST00000544797.6,3.3400
ENST00000437588.1,0.0000
ENST00000452464.6,0.0000
ENST00000467236.1,0.9700
ENST00000552137.1,0.0000
ENST00000371527.5,6.6700
ENST00000479523.5,2.2900
ENST00000602780.1,5.0500
ENST00000530223.1,0.0000
ENST00000519745.5,0.0000
ENST00000524432.5,0.0500
ENST00000431366.1,0.0000
ENST00000427962.1,100.0000
ENST00000511138.5,14.4100
ENST00000507468.5,3.1900
ENST00000551558.1,0.0000
ENST00000590885.6,0.0200
ENST00000541866.5,0.0000
ENST00000391842.5,3.5200
ENST00000427630.1,100.0000
ENST00000442627.1,0.0000
ENST00000430386.1,0.0000
ENST00000516731.1,0.0000
ENST00000517290.1,0.0000
ENST00000433386.6,59.7700
ENST00000479189.1,0.0000
ENST00000488370.1,3.3100
ENST00000547474.1,29.6600
ENST00000506791.1,0.0000
ENST00000558533.5,29.5200
ENST00000530529.5,0.0000
ENST00000549735.5,1.9400
ENST00000511308.1,0.0000
ENST00000485833.1,0.0000
ENST00000298231.5,0.0000
ENST00000471177.1,0.0000
ENST00000455972.5,43.9300
ENST00000620787.4,0.0000
ENST00000376773.5,0.8900
ENST00000382373.4,0.0000
ENST00000438404.5,0.0000
ENST00000457689.2,23.5200
ENST00000383953.1,0.0000
ENST00000532215.5,0.0000
ENST00000463919.1,0.0000
ENST00000538297.1,0.0000
ENST00000576762.1,0.0000
ENST00000579601.5,0.0000
ENST00000397204.8,0.0000
ENST00000509147.2,0.0000
ENST00000394163.2,7.4900
ENST00000431017.1,0.0000
ENST00000624989.1,100.0000
ENST00000488451.5,4.5900
ENST00000549094.1,0.0000
ENST00000289753.1,100.0000
ENST00000621439.4,58.2100
ENST00000575813.5,12.5400
ENST00000616226.1,0.0000
ENST00000268763.10,0.0500
ENST00000534049.5,0.0000
ENST00000467303.5,1.0300
ENST00000343870.4,0.0000
ENST00000527918.6,18.6900
ENST00000487076.1,6.8300
ENST00000519666.1,100.0000
ENST00000382361.7,98.8100
ENST00000496218.1,0.0000
ENST00000446712.4,0.0000
ENST00000538662.5,1.8000
ENST00000527545.1,7.7900
ENST00000434589.1,0.0000
ENST00000482840.1,2.1000
ENST00000518167.5,0.0000
ENST00000539163.1,0.0000
ENST00000591456.1,0.0000
ENST00000434408.1,1.9300
ENST00000527646.5,21.0800
ENST00000482941.1,0.0000
ENST00000467484.1,44.3900
ENST00000486330.1,0.0000
ENST00000571855.1,0.0000
ENST00000392348.6,0.0000
ENST00000542142.1,5.8300
ENST00000587331.5,0.0000
ENST00000488285.1,0.0000
ENST00000306482.1,0.0000
ENST00000296754.7,16.0300
ENST00000561280.5,0.4300
ENST00000328969.5,0.0000
ENST00000479462.3,0.0000
ENST00000377245.8,23.7200
ENST00000535478.5,0.9500
ENST00000582933.5,0.0000
ENST00000490453.5,2.3400
ENST00000566440.1,0.0000
ENST00000325656.6,62.9500
ENST00000424456.3,100.0000
ENST00000411862.1,100.0000
ENST00000544233.5,3.8400
ENST00000523951.1,0.0000
ENST00000483069.5,3.7700
ENST00000435688.1,4.2200
ENST00000553036.1,0.0000
ENST00000611620.4,0.0000
ENST00000421368.2,0.0000
ENST00000406453.3,30.9400
ENST00000438782.5,0.0000
ENST00000359320.7,61.8100
ENST00000334654.4,1.0300
ENST00000371717.7,63.3100
ENST00000266991.2,100.0000
ENST00000558176.1,0.4600
ENST00000550755.5,0.3900
ENST00000401022.2,0.0000
ENST00000497820.1,0.0000
ENST00000435813.6,0.0000
ENST00000521800.1,0.9100
ENST00000530220.1,6.1700
ENST00000602089.5,0.0000
ENST00000556031.1,0.0000
ENST00000560875.1,0.0000
ENST00000527668.1,0.0000
ENST00000577184.1,19.5100
ENST00000527470.5,0.0000
ENST00000373489.9,45.6300
ENST00000529542.1,8.0300
ENST00000535359.5,0.7400
ENST00000516905.1,0.0000
ENST00000476385.1,0.0000
ENST00000419272.1,0.0000
ENST00000260645.5,0.0000
ENST00000577231.1,0.0000
ENST00000531661.1,90.9700
ENST00000582217.1,0.0000
ENST00000469716.1,0.2400
ENST00000450548.5,37.7400
ENST00000254260.7,75.9200
ENST00000549101.1,0.0000
ENST00000617126.1,0.0000
ENST00000530169.5,0.0000
ENST00000455060.5,5.1300
ENST00000617078.3,0.0000
ENST00000623267.3,0.0000
ENST00000427515.2,0.0000
ENST00000447464.1,0.4200
ENST00000425641.1,6.1700
ENST00000446979.1,100.0000
ENST00000423653.5,15.9600
ENST00000555190.5,1.6800
ENST00000603819.1,100.0000
ENST00000483295.1,1.1000
ENST00000568346.1,0.0000
ENST00000435237.1,0.0000
ENST00000410031.5,0.0000
ENST00000476634.1,1.5000
ENST00000493869.1,0.0000
ENST00000412991.1,0.0000
ENST00000505643.5,0.3500
ENST00000582420.1,0.2200
ENST00000456512.1,6.1600
ENST00000542137.1,0.0000
ENST00000565146.1,0.0000
ENST00000524698.5,3.0500
ENST00000532155.5,0.0000
ENST00000397520.1,0.0000
ENST00000493396.1,0.0000
ENST00000605085.1,100.0000
ENST00000513389.1,0.0000
ENST00000609661.5,100.0000
ENST00000398101.7,0.2800
ENST00000520828.5,0.1600
ENST00000269162.9,0.0000
ENST00000514042.1,65.1500
ENST00000382580.6,0.0000
ENST00000360356.6,5.0700
ENST00000453089.2,2.1600
ENST00000334100.10,18.5900
ENST00000423572.6,0.0000
ENST00000483154.5,5.7100
ENST00000457916.5,0.6600
ENST00000467811.5,0.0000
ENST00000415024.1,0.0000
ENST00000261292.8,2.8500
ENST00000605104.1,0.0000
ENST00000596521.1,79.1400
ENST00000452202.5,0.0000
ENST00000480987.5,11.0300
ENST00000527496.1,1.6200
ENST00000360162.7,1.6100
ENST00000591589.1,0.0000
ENSTR0000448477.5,0.0000
ENST00000529559.1,100.0000
ENST00000516604.1,0.0000
ENST00000547058.6,0.0000
ENST00000491629.5,1.3000
ENST00000455554.2,0.0000
ENST00000490122.5,0.2700
ENST00000382749.9,0.0000
ENST00000369258.8,68.2000
ENST00000239614.8,21.6400
ENST00000480563.1,13.5500
ENST00000516148.1,0.0000
ENST00000459851.5,1.3300
ENST00000580907.5,7.2600
ENST00000603917.1,100.0000
ENST00000357563.4,0.8600
ENST00000473832.1,0.0000
ENST00000493482.1,0.5800
ENST00000455442.1,100.0000
ENST00000534679.1,1.8100
ENST00000425734.1,0.0000
ENST00000412154.1,1.1700
ENST00000461038.5,0.0000
ENST00000433895.1,10.3100
ENST00000453478.1,0.0000
ENST00000434262.1,0.0000
ENST00000453322.1,100.0000
ENST00000514674.5,0.1800
ENST00000534206.5,0.0000
ENST00000508952.5,6.6300
ENST00000534917.1,1.5900
ENST00000459922.1,0.0000
ENST00000523068.1,0.0000
ENST00000331268.9,1.0200
ENST00000463632.1,0.0000
ENST00000534387.5,10.1100
ENST00000527733.5,33.3300
ENST00000461157.1,8.5700
ENST00000485217.1,0.0000
ENST00000437271.1,0.0000
ENST00000478272.1,1.7700
ENST00000430559.5,6.7500
ENST00000535264.5,0.0000
ENST00000355790.8,0.7200
